kunde,artikel,artikelbezeichnung
00316,155,"FreeHand MX/EN CD Mac FreeHand MX Mac Com. EN http://www"
00316,1954,"BrightStor ARCs R11 W2NT Svr Show & Sell BrightStor ARCserve R11 W2NT Server"
00316,465,"AntiVirus MTP SMB R4 ES CD 10U AntiVirus SMB MULTI Tier Protection"
00316,809,"Lasejet Color 5500 A3, 96MB 22S 600x600 "
00316,1215,"LIG BAB R11 NAS Option +1Yr Value Mnt GLP Brightstor Arcserve R11 NAS Opt"
00316,974,"HDD 80GB ATA 7200rpm f TC IBM HDD 80GB A"
00049,2258,"CAD UG LDT 2005NLS v.LDT2004 eng.+Subs. CAD UG LDT 2005NLS v.LDT2004 eng.Ma"
00049,495,"SW AVM Ken! UP auf Ken! DSL AVM 20001507"
00027,1236,"VGA AGP_128MB FX5200-TDR128 MSI 8x GeFor"
00027,1299,"OSB/ MS Win 2000Server dt. CD+SP4 1P OSB/ MS Win 2000 Server dt. CD +SP4"
00294,496,"""SAMTRON 78BDF 17"""" DynaFlat.2 85kHz TCO3 S"""""""
00294,1696,"LIC Together Con Center 6.1 Namd Us EN LIC Together Control Center 6.1 Net"
00294,2105,"""FSC CRT 17"""" P796-1 30-96kHz TCO99 3J.dtd"""""""
00294,1278,"BrightStor ARCserve v9 NW dt. GroupWise BrightStor ARCserve v9 NW dt. Group"
00294,1662,"PHILIPS 109P40 19Zoll CRT analog 111khz"
00743,2192,"Crystal Reports Dev 10.0 mll CD Win Crystal Reports Dev 10.0 mll CD Win"
00743,2061,"Lasejet 4300N Laserdrucker, mit Lasejet "
00743,589,"BrightStor ARCserve v9 e. Open File Win BrightStor ARCserve v9 e. Open File"
00462,1005,"Audition v1.5 /EN CD W32 Ret Audition 1.5 e. CD Win 1.5/ englis"
00462,317,"SW CA Etrust Antivirus7 25User (DE) Computer Associates ETRAVE7025BPMG"
00462,1172,"BrightStor ARCserve v9 NW e. Server BrightStor ARCserve v9 NW e. Server"
00657,667,"GLP Model Navigator 4.1.4 e. GLP AllFusion Model Navigator 4.1.4"
00657,654,"David Corporate Sub V8 dt mlp 5u, 1p David Corporate Sub 8 dt mlp 5u, 1p"
00657,66,"LIG BAB R11 Image Opt +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Image O"
00375,1286,"AIS9Proff.v.Inv.Ser.9/8/7/6/5NLS+Subdt CUG Inventor Proffesional 9 NLS von"
00375,1457,"""LCD Display 19"""" Samsung SyncMaster 192N """""""
00135,405,"SW AVM UP KEN!/KEN!DSL v1/2 auf KEN! 3 AVM 20001516"
00135,2641,"OEM/ MS Win 2003 Server dt. CD +5 Cl. 1P SB MS Windows 2003 Server dt. CD +5"
00135,1866,"""LCD Display 17"""" Benq FP791 Audio TCO95 M"""""""
00757,1635,"Care Pack LaserJet 5500,8550 4J NBD HP C"
00757,342,"GLP UP BrightStor ARCs v9 NW dt. CROSS GLP UP BrightStor ARCs v9 NW dt. CR"
00757,755,"ColdFusion MX6.1 EN Ent. Comm + Subs ColdFusion MX 6.1 EN Enterprise Com"
00757,206,"E7505 Master2-FL 2xXe 8GB ATA 133 MB E75"
00227,2636,"LIG BAB R11 Image Opt +1Yr Value Mnt GLP Brightstor Arcserve R11 Image O"
00227,2574,"LaserJet2300D A4 USB PAR (AR)(EN) 110 V "
00227,548,"VGA 32MB Millennium G550 DH Ret. Retail,"
00227,674,"GF FX5700-TD256 256MB 256 MB/ Speicher: "
00227,1358,"RADEON 9600SE-TD128 128 MB/ Speicher: DD"
00227,815,"David Prof ML CD CrPf 5u David Prof ML CD CrPf 5u"
00227,1886,"GLP ERwin Data Modeler 4.1.4 e. GLP AllFusion ERwin Data Modeler 4."
00227,1916,"D865GLCL,S478 i865G Bulk mATX 4GB MB D86"
00179,2088,"Cisco Secure ACS 3.2 Solution, HW+SW Cisco Secure ACS 3.2 Solution, incl"
00179,1954,"BrightStor ARCs R11 W2NT Svr Show & Sell BrightStor ARCserve R11 W2NT Server"
00179,1163,"LaserBase MF5650 Laserdrucker, CANON Las"
00179,2426,"SW Lexware Quicken 2004 11.0 dt CD W32 Finanzsoftware, deutsch/ Vollve"
00394,1988,"D-View v5.1 SNMP Mgmt SE/EN 256 Nodes D-View 5.1 SNMP Management, Standar"
00394,744,"LIG BAB R11 NAS Option +2Yr Value Mnt GLP Brightstor Arcserve R11 NAS Opt"
00394,1672,"Lexware Scheck-Formulare EURO Lexware Scheck-Formulare EURO 100 S"
00394,1429,"Director MX 2004/EN CD Win Mac Director MX 2004 EN Com. MX 2004/"
00394,1644,"AutoCAD LT Bibliothek Elektrotechnik dt. AutoCAD LT Bibliothek Elektrotechni"
00394,107,"""Monitor 17"""" /43cm IBM TOP C170 17"""" 85kHz """""""
00271,2560,"HP Red Hat enterprise Linux AS HP Red Hat enterprise Linux AS 3 m"
00271,105,"""LCD Display 17"""" Neovo E-17B Glasplatte a"""""""
00271,2577,"CAD UG LDT 2005NLS v.LDT2004 eng.Master CAD UG LDT 2005NLS v.LDT2004 eng.Ma"
00271,1729,"TOP x235 Xeon 3.0 1GB nHD CD IBM TOP x23"
00271,2667,"OSB/ MS Win 2003Serverdt. CD+5 Cl. 1P OSB/ MS Win 2003 Server dt. CD +5 C"
00653,608,"755-A2,S754,SIS755,ATX MB 755-A2 Socket "
00653,712,"D865GLCL, i865G, mATX Sockel S478"
00653,537,"SW MS Windows Server 2003 SB dt. +5 Cl. incl. 5 Clients, Microsoft KP73-006"
00653,2317,"SW Bintec IPSEC-CP HIGH-SECURITY D 1 CLIENT/ deutsch/ Vollversion/ For"
00653,2116,"MSI RX800XT-VTD256 256MB GDDR3 RTL 256bi"
00653,1384,"David Office Ed 8 dt CD Win 5user 1Port David Office Edition 8 dt CD Win 5u"
00653,1218,"SO-A ASUS A7N8X-E DELUXE/WIFI-B NVidia B"
00051,1119,"Avirus MTP SMB R4/DE CD 25U Win AntiVirus SMB MULTI Tier Protection"
00051,367,"P4C800E Deluxe,S478 i875P ATX, 4xDDR Dua"
00051,455,"AutoCAD LT 2005 5er Pack DE CD WNT AutoCAD LT 2005 5er Pack DE CD WNT"
00051,499,"Archit. Desktop 2004 NLS Sidegrade dt. ADT 2004 NLS Sidegrade Wandlung von"
00051,671,"LIG BAB R11 NAS Option +1Yr Enterpr Mnt GLP Brightstor Arcserve R11 NAS Opt"
00051,136,"x325 AMD Opteron 2.4 1GB o. HDD CD IBM x"
00051,1792,"""LCD Display 17"""" BenQ FP757 16ms TCO99 an"""""""
00051,2378,"Borland C++ Builder Pro. 6.0 e. CD W32 Borland C++ Builder Pro. 6.0 e. CD"
00381,2285,"Client Sec 2 GPWR Prot. B.Pack EN CD 25U Client Security 2.0 BUSINESS PACK G"
00381,1436,"SW CorelDraw 11 dt., Standalone CorelDRAW 11 ist eine leistungsstar"
00381,612,"HD Atlas 10K V/73GB U320 80pin 10krpm HD"
00381,1913,"Mac OS X v10.3 CD Mac Family Pack german Mac OS X v10.3 CD Mac Family Pack g"
00381,2517,"GLP Model Navigator 4.1.4 e. +1Yr Mnt GLP AllFusion Model Navigator 4.1.4"
00381,1328,"SW Flash 5.0 d. WIN MACROMEDIA FLW50G01"
00381,294,"""LCD Display 15"""" Neovo X-15AV digital /an"""""""
00371,1817,"Client Sec 2 GPWR Prot. B.Pack FR CD 10U Client Security 2.0 BUSINESS PACK G"
00371,1851,"LaserJet4200LN A4 PAR Fujitsu-Siemens "
00371,1610,"David MX 5000 Accounts 7 dt CD Win 250p Erweitert MS Exchange 2003, Exchang"
00371,2586,"GLP eTrust Antivirus v7 dt. über 750u +3 GLP eTrust Antivirus v7 dt. über 75"
00164,478,"LIG BAB R11 e. Informix Ag+1Yr Value Mnt GLP Brightstor Arcserve R11 e. Info"
00164,2263,"Genius HV Inventor 7 Einzelpl.dt. Genius HV Inventor 7 für 6 User dt."
00164,1510,"""170S5FS/17"""" TFT .264 82kHz TCO03 silver """""""
00164,1283,"MILLENNIUM G550 DH 32MB DDR 360MHZ RAMDA"
00164,1220,"Borland Studio for C++ e. CD W32 Borland Studio for C++ e. CD W32"
00164,1472,"""LCD Display 17"""" Belinea 101705 Audio TCO"""""""
00164,1891,"Cisco IGX 8400, Foresight License f. UFM Cisco IGX 8400, Foresight License f"
00616,2183,"D915GEV/LGA775 ATX DDR2 bulk MB D915GEV/"
00616,1181,"HD Atlas 15K II/73GB U320 80pin 15krpm H"
00503,977,"""LCD Display 19"""" NEC 1980SX TCO03 1280x x"""""""
00503,2441,"MILLENNIUM G450 DH 32MB DDR AGP-Anschluss"
00503,1729,"TOP x235 Xeon 3.0 1GB nHD CD IBM TOP x23"
00143,2081,"Inventor Series 8 dt. CD WNT Inventor Series 8 dt. CD WNT Vollve"
00143,567,"Bintec SW-Lizenz für VPN (PPTP) Bintec SW-Lizenz für VPN (PPTP) (P"
00143,2441,"MILLENNIUM G450 DH 32MB DDR AGP-Anschluss"
00260,350,"VGA EN5750/TD/256MB PCIe16x 1*DVI 2*VGA "
00260,671,"LIG BAB R11 NAS Option +1Yr Enterpr Mnt GLP Brightstor Arcserve R11 NAS Opt"
00260,278,"Inv.Series 7 NLS Sidegrade dt.CD Inv.Series 7 NLS Sidegrade dt. Wech"
00260,274,"VGA AGP_128MB Asus V9520MAGIC/T/P/ FX5 C"
00260,2051,"LIG BAB R11 Clt Ag MAC GLP Brightstor Arcserve R11 e. Clie"
00260,2567,"MS SBS Sv 2003 Trans Pack dt CD DVD 5Clt MS SBS Sv 2003 Trans Pack dt CD DVD"
00450,1827,"C#Builder Professional 1.0 e. CD W32 C#Builder Professional 1.0 e. CD W3"
00453,2003,"3D VIZ 3.0i dt. CD WNT 3D VIZ 3.0i dt. CD WNT"
00453,2598,"MS Windows XP Pro russ. CD WXP MS Windows XP Pro russ. CD WXP"
00453,2291,"SW PartitionMagic 8.0 dt. CD W32/NT/Dos Mit PartitionMagic 8.0 erstellen Si"
00453,330,"MS Windows XP Home Ed. dt. SP2 CD WXP MS Windows XP Home Ed. dt. SP2 CD W"
00094,1112,"P4 Intel_D865PERL PE4 bulk Intel BLKD865"
00094,305,"""Monitor 19"""" /47cm NEC Diamond Plus 93SB D"""""""
00094,360,"Backup Exec 9.1 NW Remote Ag NW 1er Backup Exec 9.1 NW Remote Ag NW 1er"
00094,2539,"CUG Land Desktop2004NLS v.LT engl.Folge. Land Desktop 2004 CrossUG NLS engl."
00094,885,"EN5750/TD/128 GF PCX5750 128MB DDR PCI-E"
00094,1834,"MS Win Svr f. SB User CAL 2003 en. 5Clt MS Win Svr f. SB User CAL 2003 en."
00094,229,"GoBack v3.0 EN CD W32 GoBack 3.0 E.CD W32 3.0/ englisch/"
00649,2623,"AutoCAD 2004 engl. NLS Server dt. AutoCAD 2004 CD NLS Server engl. Ma"
00649,1644,"AutoCAD LT Bibliothek Elektrotechnik dt. AutoCAD LT Bibliothek Elektrotechni"
00649,2612,"""LCD Display 15"""" Acer AL1511 TCO99 107KHz"""""""
00302,1365,"ColdFusion MX 6.1 Standard NFR ColdFusion MX 6.1 EN Standard NFR"
00302,264,"""FSC CRT 17"""" B772-1 72KHZ TCO99 GV 3J. FS"""""""
00302,2028,"P4S800-MX SiS651FX,microA 478pin P4 /Cel"
00336,149,"IOS IPFW IDS+ v12103t/3DES/EN f C2600 Cisco 2600 Series IOS IP/FW/IDS PLU"
00336,2029,"Care Pack LaserJet 9000MFP 3J NBD HP Car"
00336,674,"GF FX5700-TD256 256MB 256 MB/ Speicher: "
00336,899,"""LCD Display 19"""" Philips 190S5CS (silber)"""""""
00432,1382,"AutoCAD LT 2005 span. CD WNT AutoCAD LT 2005 span. CD WNT Vollve"
00432,1987,"""LCD Display 19"""" Samsung SyncMaster 193T """""""
00432,2575,"David Home V8 dt CD Win David Home V8 dt CD Win, 1User 1 U"
00337,341,"BrightStor ARCserve R11 Clt Ag e. UNIX BrightStor ARCserve R11 Clt Ag e. U"
00337,2285,"Client Sec 2 GPWR Prot. B.Pack EN CD 25U Client Security 2.0 BUSINESS PACK G"
00337,945,"Land Desktop 2004 NLS engl. Land Desktop 2004 NLS engl. Netzwe"
00337,2267,"SW Symantec pcAnywhere Host+Remote 11.0e englisch !!! (hiess früher Base)/ 1"
00337,2554,"Desktop Firewall SptCon mll CD 1Yr 10u Desktop Firewall 10pk MN mll CD Pri"
00337,698,"HD DiamondMax/250GBATA133 7200rpm Ret8MB"
00812,419,"D915PYSL mATX,915P,DDR-400,LGA775 MB D91"
00812,1629,"CORELDRAW 12 e. CD WIN GRAPHIC SUITE CORELDRAW 12 e. CD WIN GRAPHIC SUIT"
00812,2414,"BrightStor ARCserveR11.1 CltAg e. MAC OS BrightStor ARCserve R11 Clt AG e. M"
00520,1729,"TOP x235 Xeon 3.0 1GB nHD CD IBM TOP x23"
00520,1511,"InDesign CS 3.0 e. CD Mac InDesign CS 3.0 e. CD Mac 3.0/ eng"
00520,2408,"Lexware Lohn+Gehalt PRO 2004 4.0 dt CD Lexware Lohn + Gehalt PRO 4.0 2004"
00520,2020,"FSC Office 2003 SBE, BIOS locked (D) FSC Office 2003 SBE, BIOS locked (D"
00076,657,"""LCD Display 18.1"""" Sony P82 DVI-D/VGA TCO"""""""
00076,2323,"Desktop Firewall e. CD 5u pp+1Yr Con Desktop Firewall 5pk MN e. CD Perpe"
00552,638,"Care Pack 12Plus HP LaserJet3500,3700 HP"
00552,1670,"D915GAVL,ATX,915G,DDR-400,LGA775 MB D915"
00552,361,"LIG BAB R11 Clt Ag Win +3Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00552,1310,"GLP UP BrightStor ARCs v9 NW dt. Srv +1 GLP UP BrightStor ARCs v9 NW dt. Sr"
00552,1929,"Client Sec 2 GPWR Prot. B.Pack FR CD 25U Client Security 2.0 BUSINESS PACK G"
00208,1985,"EPL-N27xx/PS Grossraumpapierbeh. EPSON E"
00208,360,"Backup Exec 9.1 NW Remote Ag NW 1er Backup Exec 9.1 NW Remote Ag NW 1er"
00208,1171,"HV Contribute 3.0 e. CD mlp HV Contribute 3.0 e. CD mlp - Not f"
00208,2082,"GLP BrightStor ARCs v9 NW dt. DRO GLP BrightStor ARCs v9 NW dt. DRO"
00208,777,"""T710PH 17"""" FTR ez .25 75 kHz TCO 03 T710"""""""
00208,2126,"SW AVM Access Server AVM 20001858"
00208,438,"Cisco 2600 Ser IOS IP/FW/IDS IPSEC 3DES Cisco 2600 Ser IOS IP/FW/IDS PLUS I"
00208,1214,"""LCD Display 21"""" Iiyama PLH540S-B black 2"""""""
00791,2154,"JBuilder Foundation X e. CD JBuilder Foundation X e. CD Win/Lin"
00791,1938,"Cisco 1600 IP Plus Feature Pack Cisco 1600 IP Plus Feature Pack"
00439,2028,"P4S800-MX SiS651FX,microA 478pin P4 /Cel"
00439,869,"THINKPAD 40GB MINI HDD 1.8IN Festplatte "
00439,1894,"Acrobat Std 6.0 sp. CD Win Acrobat Std 6.0 sp. CD Win"
00439,812,"SW Quicken Lastschrift-Formular EURO 100 Stück /Einzel, Lexware 06808-0002"
00455,2452,"HV Contribute 3.0 dt CD mlp HV Contribute 3.0 dt CD mlp - Not f"
00301,1132,"ColorLaserJet3700DTN A4 PAR Fujitsu-Sie"
00301,369,"""LCD Display 17"""" IIYAMA ProLite H430B TCO"""""""
00301,752,"SW OmniPage Pro 14 Office dt. CD W32 OmniPage Pro 14 Office dt. CD W32 S"
00301,1075,"Contribute v2/EN CD CrPf 5u Contribute 2.0 EnMac or Win 5 pack"
00271,418,"GLP BrightStor ARCs v9 NW dt. DRO +1 GLP BrightStor ARCs v9 NW dt. DRO"
00271,609,"SO-A ECS K7S5A-LAN DDR-RAM SiS® 735 Chip"
00271,2423,"AutoCAD LT 2005 FR CD WNT AutoCAD LT 2005 franz. CD WNT für E"
00271,590,"SW Dreamweaver MX 2004 D, Macromedia nutzen Sie die Graceperiod - jetzt"
00271,903,"Monitorlautsprecher (PX-50SP1U-S) silber"
00271,1609,"Client Sec 2 GPWR Prot. B.Pack EN CD 10U Client Security 2.0 BUSINESS PACK G"
00675,672,"Lasejet Color 3500N 64MB 12S externer Je"
00675,787,"""LCD Display 17"""" Samsung SyncMaster 710V """""""
00447,2562,"JBuilder Enterprise X e. CD JBuilder Enterprise X e. CD inkl. O"
00447,2289,"iGrafx Process 2003 Six Sigma dt CD W32 Process 2003 Six Sigma/DE CD W32 S"
00447,2131,"Adobe PSE 2.0 + PSA 2.0 e. CD Win Res Photoshop Elements 2.0 + Photoshop"
00413,565,"CUG Arch. Desktop 2005NLSv.LTdt.Folgel. ADT 2005 CrossUG NLS von LT dt. v."
00799,1811,"HP Software RIP für Designjet 130 HP Software RIP für Designjet 130"
00799,1400,"TOP x345 Xeon 3.0 1GB No HDD IBM TOP x34"
00799,629,"Care Pack LaserJet 4100,4200 HP Care Pac"
00799,1955,"Inventor Series 6 NLS Add.Lic.AISdt. Inventor Series 6 NLS Add.Lic. AIS"
00799,1306,"""Monitor 19"""" /47cm Belinea 106055 FST.24 9"""""""
00799,96,"Cisco 3725 Ser IOS ENT/FW/IDS PLUS IPSEC Cisco 3725 Ser IOS ENT/FW/IDS PLUS"
00799,769,"Cisco PIX 501, SW License UPG 10> 50U Cisco PIX 501, Software License Upg"
00166,1637,"SW Backup Exec 9.1 Server W2NT Full Pack Produkt, Deutsch: Veritas# E110918"
00166,1769,"HD Atlas 15K II/73GB U320 68pin 15krpm H"
00166,1647,"SW MS Windows_2000 SB Clients dt. 5er (5 Clients), MS KC78-00688"
00166,106,"CUG ADT2004v.AutoCAD04/02/2000i dt. CUG Architectural Deskop 2004 v.Aut"
00166,151,"Mac OS X v10.2/EN CD Mac Mac OS X v10.2/EN CD Mac"
00166,2272,"146.8GB 10K-4 FC HDD HOTSWAP FASTT200 FA"
00574,1642,"""LCD Display 18.1"""" Neovo S18 Die mehrschi"""""""
00574,2411,"MILLENNIUM G450 DH 32MB DDR 32MB DDR, PC"
00574,1624,"SW OmniPage Pro 14 Standard dt. CD W32 14.0/ deutsch/ Vollversion/ Format:"
00574,1404,"""LCD Display 15"""" NEC 1560NX 60kHz 1024x76"""""""
00574,734,"LaserJet 9055 MFP Scanner, Kopierer, Dru"
00574,364,"""LCD Display 21.3"""" Iiyama H540S-W / weiss"""""""
00574,126,"P4 Asus P4P800VM SKT478 I865G MATX, VGA "
00416,694,"LIG BAB R11 Lotus Notes +1Yr Value Mnt GLP Brightstor Arcserve R11 Lotus N"
00614,1393,"BrightStor ARCserve v9 NW dt. DRO BrightStor ARCserve v9 NW e. DRO D"
00614,1734,"LaserJet4200DTN A4 PAR Fujitsu-Siemens "
00614,1961,"CUG ADT3.3 v.AutoCAD02/2000i franz. CUG ADT3.3 v.AutoCAD02/2000i franz."
00614,2211,"Leonardo Express 1.6 CAPI dt. Win Leonardo Express 1.6 Capi dt. Win"
00614,2255,"Contribute v2/EN CD Mac or Win Contribute 2.0 En Mac or Win Com."
00403,696,"D915GEV/LGA775 ATX DDR2 bulk MB D915GEV/"
00403,1206,"P4 Intel Server S875WP1 ATX Chipsatz Int"
00602,2329,"LIG BAB R11 Image Opt +2Yr Value Mnt GLP Brightstor Arcserve R11 Image O"
00602,1304,"ColdFusion MX 6.1 Standard Comm ColdFusion MX 6.1 EN Standard Comm"
00602,2649,"SW Norton Ghost 2003 8.0 dt. CD W32 Symantec 10025554-GE W2K/ME/98/XP/"
00602,1599,"SW Scansoft PaperPort Pro Office 9.0 dt CD W32 Dokumentenverwaltung Scanso"
00602,1141,"EAX600XT/TD/128 RADEON X600XT 128MB DDR "
00278,1567,"Cisco 3620 Ser IOS ENT PLUS Feature Pack Cisco 3620 Ser IOS ENT PLUS Feature"
00281,1822,"S940 Asus SK8N NFNV3PRO150 ATX SND LN UB"
00281,2518,"Lexware Buchhalter PRO 2004 4.0 dt CD Lexware Buchhalter PRO 4.00 2004 dt"
00281,1574,"T NEO-FSR S754 3xDDR AC97 S-ATA/Raid K8T"
00039,1751,"LIG BAB R11 Clt Ag NW +2Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00039,1714,"Creative Suites Prem 1.1 e. CD Win Creative Suites Prem 1.1 e. CD Win"
00039,722,"3D VIZ 4.0 Server NLS engl. CD WNT 3D VIZ 4.0 Server NLS engl. CD WNT"
00039,2571,"AutoCADSUBSKRIPTION dt (1Jahr) AutoCAD SUBSKRIPTION dt. Wartungsve"
00039,1237,"GLP Up/ARCs UNIX 2000>R11/EN W32+1Yr Val GLP Up Brightstor Arcserve R11 e. C"
00039,2472,"Inventor Series 9 NLS dt. Legacy Folgel. Inv.Series9Legacy NLS Folgelizenzdt"
00591,725,"""LCD Display 18"""" CY 866 TCO 99 Panel-Typ """""""
00591,1764,"""FSC CRT 17"""" P796-2 30-96kHz TCO99 3J.dtd"""""""
00591,1225,"CAD Land Desktop 2004 NLS dt. CAD Land Desktop 2004 NLS dt. Netz"
00522,1128,"D915GAVL/ATX 915G DDR400 LGA775 Bulk MB "
00522,1894,"Acrobat Std 6.0 sp. CD Win Acrobat Std 6.0 sp. CD Win"
00522,553,"LeoShare 2 incl. 5 LeoExpress Mac/Win LeoShare 2 incl. 5 LeoExpress Mac/W"
00522,2113,"SB MS SBS 2003 Device Cl. e.1-P.(5 Cl.) SB MS SBS 2003 Device Cl. e.1-P.(5"
00522,1114,"SW IBM Via Voice 10.0 USB Edition dt. CD inkl. Headset/ 10.0/ deutsch/ Vollv"
00296,711,"""Monitor 21"""" /53cm Belinea 108035 .25 160k"""""""
00296,1592,"HP IPAQ H3950 PocketPC2003 Upgrade Dtsch IPAQ H3950 Pocket PC2003 Upgrade De"
00296,675,"SW Tobit David XL Start License 1Port WIN/NW, DAVID XL 1PORT, Die Tobit S"
00296,11,"LIG BAB R11 DRO +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Disaste"
00296,598,"Delphi Professional 8 e. CD W32 Delphi Professional 8 e. CD W32 De"
00296,783,"CAD UG LDT 2004 NLS v. LDT 3 dt. CD WNT CAD UG LDT 2004 NLS v. LDT 3 dt. CD"
00488,1216,"CUGMechan.2004DXNLSv.LT2004/i/02dtFolge CUG Mechanical2004 DX NLS v.LT 2004"
00488,1405,"CUGInv.Serie6NLSv.M6PPM2000iPPdt.Folge. CUG Inventor Series 6 NLS v. Mechan"
00488,554,"SW Backup Exec 9.1 W2NT Remote AG NT 3er zur Sicherung 3 weitern Windows Ser"
00488,1308,"LaserJet9000 MFP A3 PAR incl.UHG Fujits"
00488,800,"OEM/ MS Win 2000 Server dt. CD +SP4 1P SB MS Windows 2000 Server dt. CD +S"
00285,2090,"VGA Millennium G550 AGP LP AGP 32MB 40er"
00285,2132,"ColdFusion MX6.1 EN Std Comm + Subs ColdFusion MX 6.1 EN Standard Comm"
00646,1339,"SW Lexware Buchhalter 8.0 dt. CD W32 Einzeplatzversion Lexware 08848-0"
00646,221,"IBM VMware ESX Svr v1.5/EN CD CrPf f IBM VMware ESX Svr v1.5/EN CD CrPf"
00646,1312,"ColorLaserJet4650N A4 color USB P AR NIC"
00778,2126,"SW AVM Access Server AVM 20001858"
00778,1212,"HORNET V40 20GB IDE ATA-6 2.5IN 7.1MS 42"
00778,1702,"Lasejet 3015 Fax/Scanner/Kopierer Drucke"
00778,1505,"GLP UP BrightStor ARCs v9 NW dt. SAN GLP UP BrightStor ARCs v9 NW dt. SA"
00778,2058,"P80 80GB 8MBKapazität: 80 GB/ UDMA/133/ "
00778,1954,"BrightStor ARCs R11 W2NT Svr Show & Sell BrightStor ARCserve R11 W2NT Server"
00778,1789,"ColorLaserJet2500N A4 USB PAR Fujitsu-S"
00778,568,"Client Security SMB 1.1 e. 25U CD W32 Client Security SMB 1.1 e. 25U CD W"
00528,2153,"AutoCADSUBSKRIPTION dt (3Jahre) AutoCAD SUBSKRIPTION dt. Wartungsve"
00528,648,"Cat 6000, IOS IP/IPX m VIP SW Cisco Catalyst 6000, IOS IP/IPX mit"
00528,2527,"AntiVirus SMB v9 PL CD 10U AntiVirus SMB 9.0 PL.CD 10USER"
00528,2468,"LIG BAB R11 e. Clt Ag LX +1Yr Value Mnt GLP Brightstor Arcserve R11 e. Clie"
00528,605,"BrightStor ARCserve v9 LX e. Oracle BrightStor ARCserve v9 Linux e. Ora"
00502,1887,"Inventor Series 6 NLSv.Inv.5 dt.Folgel. CUG Inventor Series 6 NLS v. Invent"
00502,352,"Cisco 3640 Ser IOS IP PLUS Feature Pack Cisco 3640 Ser IOS IP PLUS Feature"
00502,2184,"Architectural Desktop 3.3 ital. CD Architectural Desktop 3.3 ital. CD"
00611,1687,"CAD UG LDT 2005 NLS v. LDT 3 eng.+Subs. CAD UG LDT 2005 NLS v. LDT 3 eng. M"
00611,60,"LIG BAB R11 OF Opt+3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Open Fi"
00611,992,"HP EFI Software RIP für Designjet 130 HP EFI Software RIP für Designjet 1"
00611,1877,"BrightStor ARCserve v9 e. Clt Ag Linux BrightStor ARCserve v9 e. Linux Cli"
00418,1105,"Cisco 2600XM Ser IOS IP Feature Pack Cisco 2600XM Ser IOS IP Feature Pac"
00418,598,"Delphi Professional 8 e. CD W32 Delphi Professional 8 e. CD W32 De"
00418,1148,"""LCD Display 19"""" FSC C19-1 80kHz TCO99 an"""""""
00418,1052,"SW Tobit StepUp Faxware/Mailware 6.0 x > XL dt. CD WIN/NW Tobit 74015"
00418,1802,"VGA 128MB Radeon A9600SE/TD/P ASUS DDR/ "
00418,2426,"SW Lexware Quicken 2004 11.0 dt CD W32 Finanzsoftware, deutsch/ Vollve"
00418,1410,"SW SuSE Linux 9.1 PROFESSIONAL dt.CD"
00349,188,"""LCD Display 20.8"""" Iiyama AQ5311DTBK 53cm"""""""
00349,2277,"BrightStor ARCserve v9 NW e. DRO BrightStor ARCserve v9 NW e. Disast"
00349,851,"Client Sec 2 GPWR Prot. B.Pack ES CD 10U Client Security 2.0 BUSINESS PACK G"
00448,1932,"Contribute 3.0 dt CD mlp 6er-Pack Contribute 3.0 dt CD mlp 6er-Pack"
00448,229,"GoBack v3.0 EN CD W32 GoBack 3.0 E.CD W32 3.0/ englisch/"
00448,1833,"""HD Hornet/60GB IDE 2.5"""" 5400rpm Z40 HD H"""""""
00448,304,"SW Lexware QuickBooks Plus 2004 8.0 dt. Lexware 06825-0014"
00448,99,"VGA PCI 32MB Matrox Mill. G450DH Bulk Ma"
00448,1214,"""LCD Display 21"""" Iiyama PLH540S-B black 2"""""""
00448,1436,"SW CorelDraw 11 dt., Standalone CorelDRAW 11 ist eine leistungsstar"
00448,1888,"x235 Xeo 2.8 512MB noHD Tower IBM x235 X"
00448,1703,"Lasejet Color 2500L 64MB 16S 600dpi A4, "
00412,152,"SW AutoSketch 8.0 dt. CD WNT/98/2000/XP CAD, Autodesk 00308-121408-9000"
00412,1890,"Cisco 3600 IP/IPX/AT/DECnet Plus FP Cisco 3600 IP/IPX/AT/DECnet Plus Fe"
00412,1648,"VGARadeon 9800ProPlus TD128 128MBAGP V.2"
00412,2287,"CQ ARCserve for NT v2.01 with Push Agent CQ ARCserve for NT v2.01 with Push"
00412,1975,"""LCD Display 17"""" NEC 1760VM-bk 80kHz TCO """""""
00412,1157,"Color LaserJet 4650DTN 22S 288 MB A4 HP "
00326,1191,"Cisco 3620 Ser IOS IP PLUS Feature Pack Cisco 3620 Ser IOS IP PLUS Feature"
00326,447,"JBuilder Foundation X dt. CD JBuilder Foundation X dt. CD Win/Li"
00326,657,"""LCD Display 18.1"""" Sony P82 DVI-D/VGA TCO"""""""
00326,2172,"LaserJet1300 A4 USB PAR Fujitsu-Siemens"
00326,1351,"Li/Rnw Chrystal Rep Adv.Dev v.10 EFIGS B Li/CRYSTAL REPORTS 10, Advanced Dev"
